Date,Weekday,In Time,Out Time
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/20,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/05/27,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/03,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/10,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/17,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/06/24,Tuesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/02,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/09,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/16,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/23,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/04/30,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/07,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/14,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/21,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/05/28,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/04,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/11,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/18,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/06/25,Wednesday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/03,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/10,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/17,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/04/24,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/01,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/08,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/15,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/22,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/05/29,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/05,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/12,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/19,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/06/26,Thursday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
2025/04/04,Friday,07:00,17:30
